country,site,latlong,expenseGroup,expenseSubGroup,baseline
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,8245 Wellness Center Services,923
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,3500 Roads,907
Australia,State Sales Offices,"-37.814107,144.96328",M&E Equipment,1300 Building R/M-HVAC Maint,902
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,6100 Parking Operations,898
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,5721 IT Maximo,898
India,Baddi,"30.957826,76.791356","E, H, S & Q, compliance",8215 Env Health and Safety,898
India,Mumbai EC,"19.030029,72.861308",FM management & administration,8205 Helpdesk Services,898
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,8121 Move Management Services,898
Australia,Claremont,"-31.981633,115.781288","E, H, S & Q, compliance",8215 Env Health and Safety,896
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,5700 Other Admin Expenses,896
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,8200 Call Center,880
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,5402 Prof Fees-Consltng Srvcs,880
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,3400 Roads/Grounds - Other,871
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,5205 Corporate Allocations,871
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,1804 Interior - Plants,853
India,Mumbai EC,"19.030029,72.861308",Cleaning,1801 Interior - Pest Control,849
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,8205 Helpdesk Services,847
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,8245 Wellness Center Services,832
India,Baddi,"30.957826,76.791356",FM management & administration,8121 Move Management Services,832
Australia,Dandenong VDC,"-37.98746,145.214861",M&E Equipment,1600 Maint-Plumbing,831
Australia,Scoresby,"-37.898567,145.230362","E, H, S & Q, compliance",8215 Env Health and Safety,830
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,1804 Interior - Plants,830
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,5205 Corporate Allocations,825
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,5700 Other Admin Expenses,824
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,3400 Roads/Grounds - Other,822
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,3402 Grounds - Walkway,815
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,8205 Helpdesk Services,815
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,8270 ATM Machine Services,795
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,5720 IT Maintenance,795
New Zealand,Auckland DC,"-36.84846,174.763332","Meetings, Communications, Events",8263 Event Management,795
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,5000 Admin Support Services,793
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,5402 Prof Fees-Consltng Srvcs,793
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,3100 Road/Ground-Landscaping,793
India,Baddi,"30.957826,76.791356",Building Fabric,1200 Bldg R/M-Elev/Escltr Mnt,788
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,6100 Parking Operations,783
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,5000 Admin Support Services,783
India,Baddi,"30.957826,76.791356",Grounds Maintenance,3500 Roads,775
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,6100 Parking Operations,775
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,5700 Other Admin Expenses,774
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,1303 Building Chiller Maint,768
Australia,Claremont,"-31.981633,115.781288",FM management & administration,8205 Helpdesk Services,761
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,8121 Move Management Services,761
India,Baddi,"30.957826,76.791356",Grounds Maintenance,3403 Grounds - Lighting,756
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,8245 Wellness Center Services,756
Australia,Dandenong VDC,"-37.98746,145.214861","E, H, S & Q, compliance",8215 Env Health and Safety,755
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,3500 Roads,755
Singapore,Keppel Bay Towers,"1.352083,103.819836",Reprographics & Stationery,8151 Stationery Management,751
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,3400 Roads/Grounds - Other,751
Thailand,Lad Krabang,"13.722049,100.784157",Catering,1910 Maint-Kitchen Equpt,743
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,1804 Interior - Plants,741
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,8121 Move Management Services,741
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,3402 Grounds - Walkway,738
Australia,Claremont,"-31.981633,115.781288",FM management & administration,5000 Admin Support Services,735
India,Baddi,"30.957826,76.791356",FM management & administration,5205 Corporate Allocations,735
India,Mumbai EC,"19.030029,72.861308","E, H, S & Q, compliance",8215 Env Health and Safety,735
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,3500 Roads,735
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,8245 Wellness Center Services,735
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,3400 Roads/Grounds - Other,735
India,Mumbai EC,"19.030029,72.861308","E, H, S & Q, compliance",8218 Health and Safety Srvcs,733
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,3402 Grounds - Walkway,733
Australia,Scoresby,"-37.898567,145.230362","E, H, S & Q, compliance",8218 Health and Safety Srvcs,717
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,3500 Roads,717
India,Mumbai EC,"19.030029,72.861308",Document Management,8250 Records Mgt Services,716
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,3100 Road/Ground-Landscaping,716
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,3500 Roads,714
Australia,Ringwood,"-37.814262,145.227386",Document Management,8250 Records Mgt Services,713
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,3403 Grounds - Lighting,713
Singapore,Keppel Bay Towers,"1.352083,103.819836",Fire and Security Equipment,1700 Maint Fire/Life Safety,712
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,5700 Other Admin Expenses,711
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,3500 Roads,711
India,Baddi,"30.957826,76.791356",FM management & administration,5402 Prof Fees-Consltng Srvcs,708
India,Baddi,"30.957826,76.791356",Fire and Security Equipment,1700 Maint Fire/Life Safety,691
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,8126 Office Equipment Mgt,684
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,3403 Grounds - Lighting,675
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,3402 Grounds - Walkway,662
Thailand,Lad Krabang,"13.722049,100.784157",Cleaning,0310 Other Specialized Clng,659
Australia,Port Melbourne,"-37.836926,144.94455",Document Management,8250 Records Mgt Services,657
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,3402 Grounds - Walkway,657
New Zealand,Avondale,"-36.894517,174.696524",Document Management,8250 Records Mgt Services,626
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,8205 Helpdesk Services,626
Australia,State Sales Offices,"-37.814107,144.96328",Document Management,8250 Records Mgt Services,625
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,5000 Admin Support Services,625
Australia,South Wharf,"-37.824997,144.951999","E, H, S & Q, compliance",8215 Env Health and Safety,611
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,8121 Move Management Services,611
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,8240 Stock/InvControl Services,607
New Zealand,Dunedin,"-45.87876,170.502798",Document Management,8250 Records Mgt Services,607
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,8240 Stock/InvControl Services,607
Singapore,Jurong,"1.364434,103.775263",FM management & administration,8205 Helpdesk Services,604
Singapore,Keppel Bay Towers,"1.352083,103.819836","E, H, S & Q, compliance",8218 Health and Safety Srvcs,604
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,8245 Wellness Center Services,592
Australia,Port Melbourne,"-37.836926,144.94455","E, H, S & Q, compliance",8218 Health and Safety Srvcs,592
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,5700 Other Admin Expenses,592
India,Baddi,"30.957826,76.791356","E, H, S & Q, compliance",8218 Health and Safety Srvcs,584
India,Mumbai EC,"19.030029,72.861308",FM management & administration,8240 Stock/InvControl Services,584
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,5700 Other Admin Expenses,571
Australia,Claremont,"-31.981633,115.781288",FM management & administration,5700 Other Admin Expenses,559
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,8126 Office Equipment Mgt,559
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,3403 Grounds - Lighting,552
India,Baddi,"30.957826,76.791356",Employee Convenience Services,8270 ATM Machine Services,548
India,Mumbai EC,"19.030029,72.861308",FM management & administration,5205 Corporate Allocations,548
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,5205 Corporate Allocations,547
Singapore,Jurong,"1.364434,103.775263",Cleaning,0307 High Tech Cleaning,530
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,8245 Wellness Center Services,518
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,5720 IT Maintenance,518
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,1600 Maint-Plumbing,512
Australia,State Sales Offices,"-37.814107,144.96328","E, H, S & Q, compliance",8218 Health and Safety Srvcs,511
India,Baddi,"30.957826,76.791356",FM management & administration,8126 Office Equipment Mgt,511
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,8121 Move Management Services,506
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,8121 Move Management Services,494
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,8238 Courier Services,491
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events",8260 Conference Rooms,491
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events",8264 AV/Video Conf Srvcs,489
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events",8260 Conference Rooms,489
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,8255 Shipping and Receiving,489
New Zealand,Dunedin,"-45.87876,170.502798",Catering,1910 Maint-Kitchen Equpt,488
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,5710 Reception Services,485
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,8272 Courtesy Transport Srvcs,484
India,Baddi,"30.957826,76.791356",FM management & administration,8205 Helpdesk Services,484
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,8255 Shipping and Receiving,479
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events",8264 AV/Video Conf Srvcs,477
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,8255 Shipping and Receiving,471
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,8255 Shipping and Receiving,468
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events",8260 Conference Rooms,468
Australia,Dandenong VDC,"-37.98746,145.214861",Real Estate & Property management,8300 Property Mgt Services,463
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events",8264 AV/Video Conf Srvcs,462
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events",8263 Event Management,459
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,8235 Mailroom Services,458
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events",8264 AV/Video Conf Srvcs,456
Singapore,Jurong,"1.364434,103.775263",Real Estate & Property management,8300 Property Mgt Services,456
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,1349 Mechanical Systems Maint,449
Singapore,Jurong,"1.364434,103.775263",FM management & administration,8200 Call Center,445
Singapore,Keppel Bay Towers,"1.352083,103.819836","E, H, S & Q, compliance",8215 Env Health and Safety,445
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,8235 Mailroom Services,443
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events",8263 Event Management,443
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,8255 Shipping and Receiving,443
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events",8264 AV/Video Conf Srvcs,443
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,1804 Interior - Plants,442
Australia,Dandenong VDC,"-37.98746,145.214861",Document Management,8250 Records Mgt Services,438
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,3500 Roads,438
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events",8263 Event Management,436
India,Baddi,"30.957826,76.791356",Projects,8005 Project Mngmnt Services,436
New Zealand,Auckland DC,"-36.84846,174.763332",Real Estate & Property management,8300 Property Mgt Services,432
India,Baddi,"30.957826,76.791356",Mail Room & Reception,8255 Shipping and Receiving,431
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,5721 IT Maximo,429
Thailand,Lad Krabang,"13.722049,100.784157",Document Management,8250 Records Mgt Services,429
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,8238 Courier Services,429
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,1303 Building Chiller Maint,427
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events",8264 AV/Video Conf Srvcs,422
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,8238 Courier Services,421
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,8235 Mailroom Services,421
Australia,Scoresby,"-37.898567,145.230362",Projects,8120 Space Planning Services,418
Singapore,Keppel Bay Towers,"1.352083,103.819836",Mail Room & Reception,8255 Shipping and Receiving,418
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,6100 Parking Operations,417
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,5205 Corporate Allocations,417
Australia,State Sales Offices,"-37.814107,144.96328",Projects,8120 Space Planning Services,416
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,8255 Shipping and Receiving,415
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,8255 Shipping and Receiving,411
Singapore,Keppel Bay Towers,"1.352083,103.819836",Real Estate & Property management,8300 Property Mgt Services,411
Australia,State Sales Offices,"-37.814107,144.96328",Projects,8005 Project Mngmnt Services,402
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,8238 Courier Services,401
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events",8263 Event Management,401
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events",8260 Conference Rooms,400
India,Baddi,"30.957826,76.791356",Projects,8120 Space Planning Services,400
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,8245 Wellness Center Services,392
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,3403 Grounds - Lighting,392
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,1301 Ventilation System Maint,391
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,1804 Interior - Plants,386
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,8255 Shipping and Receiving,386
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events",8260 Conference Rooms,385
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,8235 Mailroom Services,380
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,8255 Shipping and Receiving,380
Australia,Scoresby,"-37.898567,145.230362",Projects,8005 Project Mngmnt Services,378
Singapore,Keppel Bay Towers,"1.352083,103.819836",Mail Room & Reception,8235 Mailroom Services,378
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events",8260 Conference Rooms,376
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events",8264 AV/Video Conf Srvcs,370
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events",8263 Event Management,370
India,Baddi,"30.957826,76.791356",Real Estate & Property management,8300 Property Mgt Services,370
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,8238 Courier Services,364
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,5721 IT Maximo,358
India,Baddi,"30.957826,76.791356",Mail Room & Reception,5710 Reception Services,357
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,8205 Helpdesk Services,356
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,8238 Courier Services,356
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events",8263 Event Management,356
India,Baddi,"30.957826,76.791356",Mail Room & Reception,8238 Courier Services,351
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,5720 IT Maintenance,350
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,8200 Call Center,345
New Zealand,Dunedin,"-45.87876,170.502798",Building Fabric,1390 Water Treatment Services,344
New Zealand,Dunedin,"-45.87876,170.502798",Projects,8005 Project Mngmnt Services,344
Australia,Ringwood,"-37.814262,145.227386",Projects,8120 Space Planning Services,335
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,5710 Reception Services,335
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,8240 Stock/InvControl Services,325
Australia,South Wharf,"-37.824997,144.951999",Projects,8120 Space Planning Services,323
Australia,Claremont,"-31.981633,115.781288",Projects,8120 Space Planning Services,322
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,8235 Mailroom Services,322
India,Baddi,"30.957826,76.791356",Mail Room & Reception,8235 Mailroom Services,320
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,8235 Mailroom Services,318
